name,address,city,postal,phone,website,email
Hatch Kids Learning Centre-Garden City Prek,8311 Garden City Rd,Richmond,V6Y 2P1,778-870-8303,,
With Our Own Two Hands Education Inc.,110 3531 Bayview St,Richmond,V7E 5W3,604-274-5277,,
Cefa Sullivan Ridge,101-5790 King George Blvd,Surrey,V3X 1G8,160-489-7214,,
Rising Gems Early Learning Centre,5237 Carleton Crt,Burnaby,V5H 2N4,604-566-6648,,
Nsnh Innova Childcare Centre,250-422 E 3Rd St,North Vancouver,V7L 1G2,604-987-8138,,
Cozy Corner Tots,4842 Brentlawn Dr,Burnaby,V5C 3V5,604-629-3555,,
Regent Early Learning Centre - Sullivan,15100 66A Ave,Surrey,V3S 2A6,604-599-8171,,
Del Academy- Divine Early Learning Academy,2265 Leclair Dr,Coquitlam,V3K 6P6,778-928-6735,,
Connections Childcare Centre - Spul'u'kwuks,5999 Blanshard Dr,Richmond,V7C 5V4,778-877-0633,,
Taylin Child Care Arthur Dr,4755 Arthur Dr,Delta,V4K 2X6,604-349-4066,,
Kidopia On Wooddale,275 Wooddale Rd,North Vancouver,V7N 1S6,604-760-4842,,
Bright Cubs Childcare,19681 31A Ave,Langley,V2Z 0B2,778-708-5881,,
Blueridge Blossom Group Daycare,2591 Belloc St,North Vancouver,V7H 1H9,778-319-5150,,
Pamela's House,9525 College Street,Chilliwack,V2P 4S6,604-239-0111,,
A & B Daycare,6436 Malvern Ave,Burnaby,V5E 3G1,778-995-2628,,
Under The Sea Childcare,1369 Kenney St,Coquitlam,V3E 2R2,604-375-6726,,
Sprout & Shine Academy,3240 Oxford Street,Port Coquitlam,V3B 4C7,236-765-7868,,
Puddle Hoppers Childcare Hp Inc,11900 Haney Pl,Maple Ridge,V2X 8R9,778-318-4055,,
Chefs Corner Childcare,101-15230 Hwy 10,Surrey,V3S 5K7,604-786-5990,,
Mighty Cubs Childcare Newton,14444 68A Ave,Surrey,V3S 2C2,672-515-6702,,
Golden Blooms Childcare Centre Ltd,2254 Irvine Ave,Port Coquitlam,V3C 3H2,778-994-8142,,
Kidzville Learning Centre - King George,204-6899 King George Blvd,Surrey,V3W 5A1,604-861-7861,,
Merseyside Early Learning Centre Inc.,401 Ewen Ave,New Westminster,V3M 5B5,778-899-0983,,
Goodwin Academy Triumph Daycare Centre Inc.,4 10468 Whalley Blvd,Surrey,V3T 4H5,604-724-0691,,
Arbutus Child Care & Fine Art Learning Center,4051 Macdonald St,Vancouver,V6L 2N8,778-891-1600,,
Wonderfolk Early Learning Centre,14511 Steveston Hwy,Richmond,V6W 1K2,604-370-0272,,
Ncs Child Care,7861 211A St,Langley,V2Y 0H4,236-989-9515,,
First Path Childcare,185 & 190-5665 Kingsway,Burnaby,V5H 2G4,778-688-2335,,
Kinderbees Early Learning Center (Surrey),110-9675 King George Blvd,Surrey,V3T 0T7,672-339-3318,,
Steveston Preschool,4320 Moncton St,Richmond,V7E 6T4,604-238-8088,,
Petite Academy Inc. Pre-K,102 - 631 Carnarvon St,New Westminster,V3M 1E3,778-773-5695,,
Riverdale Elementary School Basc,14835 108A Ave,Surrey,V3R 1W9,604-502-6243,,
Riverside Childcare Centre,3610 B Westwood St,Port Coquitlam,V3B 4S8,778-985-9215,,
Acg Early Learning Center #1,4916 Imperial St,Burnaby,V5J 1C6,778-955-7181,,
Alphablocks Childcare,13711 63B Ave,Surrey,V3X 3J7,604-783-5983,,
Tzu Chi Great Love Daycare,9871 Finn Rd,Richmond,V7A 2L3,604-284-1700,,
Pink Bunny Daycare Ltd,207 Pembina St,New Westminster,V3M 5J1,604-600-7486,,
Creator Childcare Learning Center,6390 Selkirk St,Chilliwack,V2R 2L7,778-594-4449,,
Rail & Sail Montessori House,11 22111 Sharpe Ave,Richmond,V6V 2V6,604-649-1351,,
Wibble Wobble Learning,8346 Noble Road,Chilliwack,V2P 6R5,778-246-5513,,
Tweety Blue Bird,3624 W 3Rd Ave,Vancouver,V6R 1L9,604-809-0505,,
Fun And Learn Day Care Centre,7811 148Th St,Surrey,V3S 3G1,778-990-1871,,
Kidsrus Early Learning Center Langara,227 E 49Th Ave,Vancouver,V5W 2G4,604-767-0439,,
Green Trails Montessori Daycare - Surrey,103 - 10216 128Th St,Surrey,V3T 2Z3,250-616-4780,,
Lahso Child Care Infant & Toddler,14581 17 Ave,Surrey,V4A 5V8,778-922-1881,,
Whalley Day Care Ltd. #4,10591 133Rd St,Surrey,V3T 3Z2,604-581-0237,,
Maple Leaf Montessori Children's Centre,3440 271B St,Aldergrove,V4W 3H3,604-351-8953,,
Connections Kids Club - Spul'u'kwuks,5999 Blanshard Drive,Richmond,V7C 5V4,604-271-7600,,
Tiny Wonders Childcare Centre Inc,22943 122Nd Ave,Maple Ridge,V2X 3Y3,902-989-7508,,
Luv Dale Childcare Centre,12953  74 Avenue,Surrey,V3W 7K7,250-792-9655,,
Lululala Childcare,109 - 20110 Lougheed Hwy,Maple Ridge,V2X 0P5,236-516-0026,,
Tendernest Child Care,11351 154A,Surrey,V3R 2V7,778-866-9972,,
Giggles & Dimples Daycare Cloverdale,5681 177B St,Surrey,V3S 4J2,604-561-0409,,
Kid Nest Daycare,8531 Leslie Rd,Richmond,V6X 1E6,778-995-0583,,
Beautiful Days Child Care Center,4732 Maitland St,Burnaby,V5H 1N2,778-987-0415,,
Five Stars Daycare Centre Inc,6605 140 St,Surrey,V3W 5J3,778-891-5457,,
New Adventures Childcare Center,19066 69A Ave,Surrey,V4N 0A5,778-387-8145,,
Rocky Point Montessori 2,2707 Clarke St,Port Moody,V3H 1Z5,604-619-5308,,
Brilliant Minds Academy Ltd.,6420 Maple Rd,Richmond,V7E 1G5,604-447-2955,,
Kindertopia Early Learning,100-2188 Austin Ave,Coquitlam,V3K 3R8,604-492-3335,,
Kits Star's Childcare Center,2764 West 10Th Ave,Vancouver,V6K 2J9,778-889-9654,,
Acg Academic,B-7569 Royal Oak Ave,Burnaby,V5J 4J8,778-955-7181,,
Jolly Sprouts Childcare Centre - 64Th Avenue,286 64Th Ave E,Vancouver,V5X 2M6,604-833-7191,,
Tree Of Life Daycare Inc.,4381 46 A Street,Delta,V4K 2M2,778-878-7933,,
Kids Kingdom Childcare,101-2545 mccallum Rd,Abbotsford,V2S 3R1,604-217-3086,,
Joyland Daycare,517 Draycott St,Coquitlam,V3J 6M4,778-317-6856,,
Happy Kids Castle Daycare,957 Brunette Ave,Coquitlam,V3K 1E2,672-971-7979,,
Niam Childcare Corporation,1524 Fintry Place,North Vancouver,V7R 4M3,604-808-4547,,
Mumta Childcare,27150 35B Ave,Langley,V4W 0C3,778-316-6490,,
Maple Montessori Childcare Corporation,22461 North Ave,Maple Ridge,V2X 2M1,778-706-2000,,
Maple Montessori Childcare Corporation,22463 North Ave,Maple Ridge,V2X 2M1,778-706-2000,,
Max'inux Childcare - Garrison,1-5725 Vedder Rd,Chilliwack,V2R 3N4,604-786-5990,,
Kidshub Academy,2932 Brixham Rd,North Vancouver,V7H 1C4,604-363-9692,,
Pars Centre,1405 Bewicke Ave,North Vancouver,V7M 3C7,778-681-6270,,
Hikids Learning Center,11061 160 St,Surrey,V4N 1J2,778-552-8284,,
Bright Owlets Childcare And Learning Centre 4,1005 E 58Th Ave,Vancouver,V5X 1W8,604-225-9240,,
Sunny Town Village,5008 47A Ave,Delta,V4K 1T8,778-873-5008,,
Caring Cubs Child Care Centre,22535 Lougheed Hwy,Maple Ridge,V2X 2V2,604-621-3077,,
1 Children's Choice Daycare Ltd.,11723 75A Ave,Delta,V4C 1J6,604-715-0782,,
Aurora Bay Academy Limited,2358 Rindall Ave,Port Coquitlam,V3C 1V2,778-998-2020,,
"Somewhere To ""Grow"" Montessori Childcare Centre",1320 Seventh Ave,New Westminster,V3M 2K1,778-578-0329,,
Fraser Heights Out Of School Care/Tiny Tots Day School Prog,15783 106 Ave,Surrey,V4N 1K5,604-582-1335,,
Gordon Neighbourhood House Out Of School Care,1019 Broughton St,Vancouver,V6G 2A7,604-875-9111,,
Mount Pleasant Neighbourhood House Group Day Care,800 Broadway E,Vancouver,V5T 1Y1,604-875-9111,,
Mount Pleasant Neighbourhood House Preschool,800 Broadway E,Vancouver,V5T 1Y1,604-879-8208,,
Frog Hollow  Neighbourhood House's Kids World,2131 Renfrew St,Vancouver,V5M 4M5,604-875-9111,,
Frog Hollow Neighbourhood House’S Nootka Group Child Care,3375 Nootka St,Vancouver,V5M 3N2,604-875-9111,,
Carnarvon Community Preschool,3350 Balaclava St,Vancouver,V6L 2S6,604-731-7007,,
Jellybean Park Junior Campus,2110 4700 Kingsway,Burnaby,V5H 4M1,604-539-9898,,
Martha Currie Out Of School Care,5811 184 St,Surrey,V3S 4N2,604-598-7967,,
Graham Bruce School Age Child Care Centre,3633 Tanner St,Vancouver,V5R 5P7,604-435-0323,,
Douglas Park School Age Care,801 22Nd Ave W,Vancouver,V5Z 1Z8,604-257-8134,,
Club K.I.D.S. Esr,33419 Cherry Ave,Mission,V2V 2V5,604-820-5360,,
Jcc Shalom Yeladim Daycare,950 41 Ave W,Vancouver,V5Z 2N7,604-257-5162,,
Sportsplex Daycare,100 20165 91A Ave,Langley,V1M 3A2,604-882-1611,,
Little Mountain Child Development Centre,425 29 Ave E,Vancouver,V5V 2R8,604-879-7104,,
Bonnycastle Montessori Daycare,14630 107A Ave,Surrey,V3R 1V1,604-339-7052,,
Bonnycastle Multi-Age,14642 107A Ave,Surrey,V3R 1V1,604-339-7052,,
Rise & Shine Montessori,3440 Moresby Dr,Richmond,V7C 4G5,604-275-7655,,
Li'l Acorn Childcare,2527 Gladwin Rd,Abbotsford,V2T 3N8,604-853-9376,,
Fraser Heights Montessori Children's Centre,103-16814 104 Ave,Surrey,V4N 4L8,604-588-3455,,
Ladner Animal Crackers,5160 Central Ave,Delta,V4K 2H2,604-940-0327,,
North Creek Montessori Preschool,#108-1500 Howe St,Vancouver,V6Z 2N1,604-385-5808,,
Lesco Montessori Daycare,12720 Cameron Dr,Richmond,V6V 2T6,604-279-4228,,
mcgregor Child Care Centre (3 - 5 Gdc),1155 Broadway E,Vancouver,V5T 4V5,778-783-5147,,
Shannon Day Care,290 1200 West 73Rd Ave,Vancouver,V6P 6G5,604-263-3421,,
Khalsa Childcare Centre Kps,6962 124 St,Surrey,V3W 3W7,604-594-0553,,
Douglas College Ece Center (New Westminster),Room 2814 - 700 Royal Ave,New Westminster,V3L 5B2,604-527-5632,,
Shaughnessy Heights Out Of School Care,1550 33Rd Ave W,Vancouver,V6M 1A7,604-261-6711,,
The Open Door,2390 mcmillan Rd,Abbotsford,V2S 7R3,604-859-8406,,
Jericho Kids' Club 3 (Southlands),5351 Camosun St,Vancouver,V6N 2C4,604-736-4080,,
Nancy's House,3525 Fairmont Rd,North Vancouver,V7R 2W8,604-980-4244,,
Jumpstart Preschool,6350 Marine Dr,West Vancouver,V7W 2S5,604-787-4588,,
True Light Montessori Children's Centre,5120 Blundell Rd,Richmond,V7C 1H4,604-271-7131,,
Good Shepherd Daycare,7416 Victoria Dr,Vancouver,V5P 3Z3,604-325-8299,,
Over The Rainbow - Regan / Cavalry Baptist Church,1636 Regan Ave,Coquitlam,V3J 3B8,604-939-2726,,
Rpc Out Of School Care,9300 Westminster Hwy,Richmond,V6X 1B1,604-278-3264,,
Renaissance Kids,1 12491 No 2 Rd,Richmond,V7E 2G3,604-241-0141,,
Kid'n Around Childrens Centre,20997 40 Ave,Langley,V3A 8N9,604-533-3757,,
Sugar Fountain Day Care,7846 143 St,Surrey,V3W 9W3,604-502-7846,,
Bella Balloon Childcare Center (Under 36 Months),515 Windsor Rd W,North Vancouver,V7N 2N7,604-354-2019,,
Chaoyin Bilingual Academy,10111 Bird Rd,Richmond,V6X 1N4,778-883-6138,,
Marzanna's Montessori Preschool,4824 Commercial St,Vancouver,V5N 4H1,604-871-0620,,
Maison Montessori Child Care,13444 Amblewood Dr,Surrey,V4A 6M3,604-531-2124,,
Societe De La Garderie V'la L'bon Vent,5445 Baillie St,Vancouver,V5Z 3M6,604-261-4243,,
Little Friends Children's Center #1,10808 157 St,Surrey,V4N 1C4,778-385-4120,,
Meadow Ridge Centre For Child Care,5-21409 Lougheed Hwy,Maple Ridge,V2X 2R8,604-466-1045,,
Our Lady Of Sorrows Pre-School,575 Slocan St,Vancouver,V5K 3X5,604-253-2434,,
Aird's Kidzone Learning Centre Ltd,5025 12 Ave,Delta,V4M 2A7,604-943-9179,,
Country Care Child Care Centre (School Age),9500 Kilby Dr,Richmond,V6X 3N1,604-721-5672,,
Foxglove School Age Care,20011 44 Ave,Langley,V3A 6L8,604-786-6985,,
The Grove Out Of School Childcare Program,8525 Forest Grove Dr,Burnaby,V5A 4H5,604-420-5001,,
South Vancouver Neighbourhood House Out Of School Care,6470 Victoria Dr,Vancouver,V5P 3X7,604-875-9111,,
Discovery Station Preschool,20097 72 Ave,Langley,V2Y 1S7,604-533-5881,,
Kinder Kampus - Pleasantside Elementary School,195 Barber St,Port Moody,V3H 3A8,604-417-9109,,
Discovery Montessori Day Care,6211 Forsythe Cres,Richmond,V7C 2C4,604-807-9796,,
Coquitlam River Out Of School Care,4250 Shaughnessy St,Port Coquitlam,V3E 3E5,604-764-0287,,
Forget-Me-Not Montessori School,6184 Ash St,Vancouver,V5Z 3G9,604-324-1035,,
Nsnh - Cleveland Kids' Club,1255 Eldon Rd,North Vancouver,V7R 1T5,604-987-8138,,
Maranatha Kids Care,3580 Clearbrook Rd,Abbotsford,V2T 5C1,604-859-8405,,
Noah's Ark School,11371 No.3 Rd,Richmond,V7A 1X3,778-990-3520,,
A:Lmelhawtxw Early Education Centre,9-7201 Vedder Rd,Chilliwack,V2R 4G5,604-824-6505,,
Little Twinkle Preschool/Out Of School Care (Mount Lehman),3551 Crestview Ave,Abbotsford,V2T 6Y5,604-614-5562,,
Montessori And More Learning Centre,2475 Franklin St,Vancouver,V5K 1X3,604-312-0365,,
Connections Kids Club - Caulfeild,4685 Keith Rd,West Vancouver,V7W 2M8,604-271-7600,,
Harvest Montessori School,120-8740 Alexandra Rd,Richmond,V6X 1C4,604-278-6228,,
Blue Whale Children's Learning Centre,8060  No.1 Rd,Richmond,V7C 1T9,604-754-7666,,
Blueridge Childcare,3459 Goldfinch St,Abbotsford,V2T 6Y5,604-870-8878,,
Highland Meadows Day Care,8286  197Th St,Langley,V2Y 1Z1,604-888-1030,,
Evergreen Child Care Centre,1185 Centre St,White Rock,V4B 4C8,604-531-8045,,
Fleetwood Place Children's Centre,16011 83 Ave,Surrey,V4N 0N2,604-598-5437,,
Burquitlam Childcare,9847 Lyndhurst St,Burnaby,V3J 1E9,604-421-2919,,
Kids In The Grove Daycare (Topham),21555 91 Ave,Langley,V1M 3Z3,604-888-2713,,
Evergreen Montessori Preschool,3860 Trafalgar St,Vancouver,V6L 2M4,604-736-8373,,
Cottonwoods Child Care Centre,23588 Jim Robson Way,Maple Ridge,V2W 1B8,604-463-4003,,
Creative Art Montessori School,12551 Jensen Dr,Richmond,V6V 2R9,604-270-6996,,
Treasure Island Out Of School Care Ii,4550 Kitchener St,Burnaby,V5C 3M7,604-723-1837,,
Service De Garde Les Copains,Service De Garde V'la L'bon Vent,Vancouver,V5Z 3M6,778-239-9027,,
West End Kids Care,870 Denman St,Vancouver,V6G 2L8,604-257-8464,,
Sunrise Discovery Centre,18690 60 Ave,Surrey,V3S 8L8,604-575-4727,,
Inspiring Minds Preschool (Guildford),15670  104 Ave,Surrey,V4N 2J3,604-968-3888,,
"Service De Garde ""Le Parasol""",7051 Killarney St,Vancouver,V5S 2Y5,778-222-8670,,
Prematernelle La Coccinelle,6887 132 St,Surrey,V3W 4L9,604-599-6880,,
Douglas Road Neighbourhood Care,4861 Canada Way,Burnaby,V5G 1L7,604-298-7094,,
Learn & Play Preschool,1237 Beedie Dr,Coquitlam,V3E 1C3,604-464-9656,,
La Prematernelle Francophone Trottin-Trottinette,380 Kings Rd W,North Vancouver,V7N 2L9,778-340-1034,,
First Choice Montessori Pre-School,201 15225 98Th Ave,Surrey,V3R 1J2,604-828-4451,,
Curious Minds Learning Centre - Eric Langton,12138 Edge St,Maple Ridge,V2X 6G8,604-690-2273,,
Westwood Montessori Out Of School Care,1420 Pinetree Way,Coquitlam,V3E 2T6,604-765-0966,,
South Slope Out Of School Care,4446 Watling St,Burnaby,V5J 5H3,604-419-0806,,
Montessori World Daycare,75 43Rd Ave E,Vancouver,V5W 1S7,604-325-3301,,
Meadowbrook Players,900 Sharpe St,Coquitlam,V3C 3M3,604-338-8943,,
Queen's Park Daycare,131 Third St,New Westminster,V3L 2R1,604-521-5680,,
Our Lady Of Good Counsel Child Care Facility,10504 139 St,Surrey,V3T 4L5,604-581-3154,,
Rainbows And Unicorns Preschool,5140 Smith Dr,Richmond,V6V 2W5,604-204-8655,,
St. Francis Xavier Montessori Preschool,428 Great Northern Way,Vancouver,V5T 4S5,604-254-2714,,
Club K.I.D.S. Albert mcmahon,32865 Cherry Ave,Mission,V2V 2V1,604-820-5360,,
Once Upon A Time Child Care Centre Inc,7268 Richardson Ave,Chilliwack,V2R 1H2,604-847-3017,,
Little Wonders Montessori Childcare Centre & Preschool Ltd,2884 Gladys Ave,Abbotsford,V2S 3Y2,604-853-9998,,
Young Buddies Club,13751 112 Ave,Surrey,V3R 2G4,604-644-1216,,
Kids Zone Pre-Kindergarten-Childcare-Out Of School,11601 Laity St,Maple Ridge,V2X 5A2,604-466-5704,,
Guru Nanak Child Care Centre,206-7938 128 St,Surrey,V3W 4G2,780-200-9242,,
New Horizon Montessori School Ltd.,1415 Noons Creek Dr,Coquitlam,V3E 2T7,604-552-7542,,
Lynnmour Creative Childcare Centre,1251 Lillooet Rd,North Vancouver,V7J 3H7,604-980-1212,,
Wind & Tide-Cedar,32860 Cherry Ave,Mission,V2V 2T9,604-617-3246,,
Morning Glory Montessori Children's Centre,9491 Ash St,Richmond,V7A 2T7,604-272-2821,,
Bright Star Montessori School Inc,7591 Gray Ave,Burnaby,V5J 3Z4,778-861-8876,,
5 Stars Day Care Centre,14443 58 Ave,Surrey,V3S 1Y3,604-543-8972,,
La Garderie/Prematernelle Les Moussaillons,8580 Kilgour Pl,Richmond,V7C 3R1,604-488-4235,,
Tiddlycove Montessori School,4773 Picadilly South,West Vancouver,V7W 1J8,604-204-7472,,
Watson Elementary - Just B4 Preschool,45305 Watson Rd,Chilliwack,V2R 2H5,604-614-6263,,
Poet’S Corner Academy Montessori Preschool,1356 Frederick Rd,North Vancouver,V7K 1J4,604-727-9445,,
Wise Owl Early Learning,4471 207A St,Langley,V3A 5V8,780-504-7860,,
La Garde Scolaire Les Matelots,8580 Kilgour Pl,Richmond,V7C 3R1,604-488-4235,,
Sonshine Place Preschool,6550 Sumas Prairie Rd,Chilliwack,V2R 4K1,604-823-6364,,
Daycare Plus Child Development Centre,2062 Esquimalt Ave,West Vancouver,V7V 1S4,604-913-1095,,
Strawberry Patch Child Care Centre Inc.,23422  47 Ave,Langley,V2Z 2S3,604-514-3150,,
Cornerstone Junior Kindergarten,32860 Downes Rd,Abbotsford,V2S 5Z5,604-859-7867,,
Central Montessori Child Care - Site B,8191 St. Albans Rd,Richmond,V6Y 2L2,604-618-2880,,
Central Montessori Child Care - Site C,8191 St. Albans Rd,Richmond,V6Y 2L2,604-618-2880,,
Hampton Park Bilingual Montessori Inc.,1760 Paddock Dr,Coquitlam,V3E 3N8,604-468-9934,,
Dunbar Kids Club,3776 28Th Ave W,Vancouver,V6S 1S6,604-875-9111,,
Nsnh - Capilano Kids' Club,1230 20Th St W,North Vancouver,V7P 2B9,604-987-8138,,
B & D Montessori Learning Academy Ltd. (Coq),1187 Eagleridge Dr,Coquitlam,V3E 1J8,604-464-6447,,
Richmond Christian School Early Learning,5240 Woodwards Rd,Richmond,V7E 1H1,604-272-5720,,
Abbotsford Christian School Childcare Preschool & Seamless D,3939 Old Clayburn Rd,Abbotsford,V3G 1J9,604-755-8106,,
Delta Christian School,4789 53 St,Delta,V4K 2Y9,604-946-2514,,
Crystal Star Day Care,10631 Gilmore Cres,Richmond,V6X 1X3,604-276-9816,,
Little Cedar Montessori Children's Community,1530 22Nd Ave E,Vancouver,V5N 2P1,604-872-3303,,
La Prematernelle Francophone Trottin-Trottinette(School Age),380 Kings Rd W,North Vancouver,V7N 2L9,778-340-1034,,
Kid's Castle Group Day Care,9422 156 St,Surrey,V3R 5Z2,604-580-0411,,
Child's View Childrens' Centre,1577 128 St,Surrey,V4A 3V1,778-888-0739,,
Wee Saints Preschool & School Age Care,17511 59 Ave,Surrey,V3S 1P3,604-683-0281,,
"Panda Bear Children's Place ""Panda Kids""",1215 Falcon Dr,Coquitlam,V3E 1X9,604-862-1302,,
Sowing Seeds Preschool,7086 124Th St,Surrey,V3W 3W8,604-594-4098,,
Reach For The Stars Montessori Ii,3606 Nanaimo St,Vancouver,V5N 5H1,604-688-7827,,
Bethany Child Care Centre,22680 Westminister Hwy,Richmond,V6V 1B7,604-519-0133,,
Sweet Peas Cottage Creekside,250 400 Brooksbank Ave,North Vancouver,V7J 2C2,604-988-9989,,
Bonnie Bairns Childcare Services Inc.,2260 Philip Ave,North Vancouver,V7P 2W8,604-983-2600,,
St. Edmund's Discovery Preschool & School Age Care,324 5Th St W,North Vancouver,V7M 1K3,604-988-3141,,
Little Paris Daycare,123 East 23Rd St,North Vancouver,V7L 3E2,604-418-0904,,
Bella Balloon Childcare Centre,515 Windsor Rd W,North Vancouver,V7N 2N7,604-354-2019,,
Little Friends Children's Center #2,10752 157 St,Surrey,V4N 1K6,778-385-4120,,
Yu's Montessori School In Burnaby,380 Hythe Ave S,Burnaby,V5B 3H9,604-866-2904,,
Bonny Castle Children's Center - 3,10706 148 St,Surrey,V3R 3X6,778-889-8472,,
Murrayville Academy Out Of School Care,21488 Old Yale Rd,Langley,V3A 4M8,604-533-5664,,
Nagin's Daycare,450 Joyce St,Coquitlam,V3K 4G4,604-936-0777,,
First Choice  Montessori #2,101 8824 144 St,Surrey,V3V 5Z7,604-828-4451,,
West Vancouver Playschool,1150 22Nd St,West Vancouver,V7V 4C4,604-922-4214,,
Mei Elementary Preschool,31655 Downes Rd,Abbotsford,V4X 2M8,604-859-3700,,
Green Apple Daycare Coquitlam,1504 Sprice Ave,Coquitlam,V3J 2P6,604-931-5595,,
Tree House Children's Centre,5696 Unsworth Rd,Chilliwack,V2R 5L1,604-824-1234,,
Bright Eyes Academy Inc,4629 51 St,Delta,V4K 2V8,604-946-0896,,
Poco Happy Times Preschool,1761 Westminster Ave,Port Coquitlam,V3B 1E5,604-941-8286,,
Clinton Neighbourhood Care,5858 Clinton St,Burnaby,V5J 2M3,604-435-1222,,
Glenbrooke Daycare,320 8Th Ave,New Westminster,V3L 1Y2,604-522-0666,,
University Hill Preschool,5210 University Boulevard,Vancouver,V6T 2H5,604-228-8610,,
Global Montessori Learning Center,19785 55 A Ave,Langley,V3A 3X1,604-534-1556,,
Noel Booth Child Care,20202 35Th Ave,Langley,V2Z 1A2,604-218-6506,,
The Montessori Children's Community,4950 Heather St,Vancouver,V5Z 3L9,604-261-0864,,
David Brankin Pre-K,9160 128Th St,Surrey,V3V 5M8,604-598-7965,,
Pacific Academy Preschool And Childcare,Rm 8 - 10238 - 168Th St,Surrey,V4N 1Z4,604-581-0132,,
Kids R Kool Childcare,9175 206Th St,Langley,V1M 2X2,604-318-0132,,
Children Of Integrity Montessori Childcare Academy,2541 Quay Pl,Coquitlam,V3H 3S7,778-840-0764,,
Fantasy Island At Beth Tikvah,9711 Geal Rd,Richmond,V7E 1R4,778-837-6262,,
Kids In Paradise,25-1835 56 St,Delta,V4L 2L9,604-948-5436,,
A To Z Childcare Centre,8613 162 St,Surrey,V4N 1A9,604-719-6736,,
Wind & Tide Preschool - Parklands,9574 160 St,Surrey,V4N 2R6,604-575-0549,,
Promontory Hummingbird Child Care Centre,2 46170 Stoneview Dr,Chilliwack,V2R 5W8,604-824-9907,,
Coastal Preschool,1160 W Georgia St,Vancouver,V6E 3H7,604-684-8475,,
Childfirst Childcare,3800 No. 5 Rd,Richmond,V6X 2T7,604-276-8906,,
Bee House Montessori Day Care Ii,3855 Sunset St,Burnaby,V5G 1T4,604-814-4584,,
First Steps Daycare,675 Blue Mountain St,Coquitlam,V3J 4R5,604-931-0691,,
Port Coquitlam Daycare,3156 Coast Meridian Rd,Port Coquitlam,V3B 5J8,604-941-9206,,
North Rd Montessori Child Care,2781 North Rd,Burnaby,V3J 1R5,604-444-3787,,
Sandcastle Park Children's Centre,8 3060 Chatham St,Richmond,V7E 6L9,604-274-8380,,
Cefa Walnut Grove,100-19950 88 Ave,Langley,V1M 0A5,604-306-1415,,
Kid's Castle Children's Center,15893 91St Ave,Surrey,V4N 2X4,604-580-0411,,
Kidzrock Childcare,16718 60Th Ave,Surrey,V3S 1J8,604-576-0202,,
Educastle Childcare Learning Centre,270 3020 Lincoln Ave,Coquitlam,V3B 6B4,604-942-2273,,
In-Joy Montessori Children's Centre,6808 Beresford St,Burnaby,V5E 4M6,778-688-4585,,
Dino-Mites Preschool,4071 Francis Rd,Richmond,V7C 1J8,604-272-2423,,
In-Joy Montessori Children's Center,5375 Gilpin St,Burnaby,V5G 2H8,778-688-4585,,
Little Mountain Montessori School,304 26Th Ave E,Vancouver,V5V 2H5,604-709-9621,,
Kids World Day Care And Learning Centre,6942 202B St,Langley,V2Y 1P7,416-938-8024,,
Kitchener School Age Care,1351 Gilmore Ave,Burnaby,V5C 4S8,604-526-2522,,
Wonder Corner Childcare Centre,13126 66B Ave,Surrey,V3W 7S5,604-512-0406,,
Promontory Hummingbird Child Care Centre,1 46170 Stoneview Dr,Chilliwack,V2R 5W8,604-824-9907,,
Growing Together Children's Centre,32981 Brundidge Ave,Abbotsford,V2S 1N4,604-853-5618,,
Kids Village,588 Cottonwood Ave,Coquitlam,V3J 2S2,604-931-8138,,
Jellybean Park International Campus,452 4800 Kingsway,Burnaby,V5H 4M1,604-539-9898,,
Special Times Out Of School Care,1819 Berkley Rd,North Vancouver,V7H 1Y9,604-812-4449,,
Murrayville Academy And Early Learning Centre,21514 Old Yale Rd,Langley,V3A 4M8,604-532-5667,,
Cypress Park Playschool,4355 Marine Dr,West Vancouver,V7V 1P2,604-922-4214,,
Bloom Childcare Centre & Fine Arts Preschool,32811 Dewdney Trunk Rd,Mission,V2V 6X6,604-820-8465,,
Lcs Early Learning Programs,22930 48 Ave,Langley,V2Z 2T7,604-533-2222,,
Small Steps Childcare Inc.,22165 Dewdney Trunk Rd,Maple Ridge,V2X 3H7,604-467-6014,,
Nsnh - Westview Out Of School Care,Flr-641 17Th St W,North Vancouver,V7M 0A1,604-987-8138,,
Little Oak Montessori School,3403 49Th Ave E,Vancouver,V5S 1M1,604-728-8635,,
Lochdale Neighbourhood Care,6990 Aubrey St,Burnaby,V5B 2E5,604-431-0400,,
Glenwood Childcare Centre,1610 Westminster Ave,Port Coquitlam,V3B 1E2,604-944-0850,,
Cloverdale Discovery Centre,17673 58 Ave,Surrey,V3S 1L5,604-575-4727,,
Parkway Village Childcare Two,1150 Mt Seymour Rd,North Vancouver,V7G 1R6,604-929-5520,,
Cherry Blossom Montessori,4440 Blundell Rd,Richmond,V7C 1G9,778-829-1441,,
Honeybees Child Care Center,121A 2099 Lougheed Hwy,Port Coquitlam,V3B 1A8,604-949-1001,,
Panorama Group Daycare,2625 Panorama Dr,Coquitlam,V3E 2W1,604-468-4030,,
Kidzrock @ Latimer Road,19233 60Th Ave,Surrey,V3S 2T5,604-576-0202,,
Willowbrook Montessori Daycare - Gordon Campus,20317 67Th Ave,Langley,V2Y 1P6,604-533-5469,,
Kids In The Grove Daycare (West Langley),9403 212 St,Langley,V1M 1M1,604-882-2779,,
